ticker,baseline_if
CHRW,0.49002916362672905
CHTR,0.5797191825445156
CI,0.44792256070173897
CINF,0.45892668275299797
CL,0.5135392115576682
CLX,0.41215114121197494
CMCSA,0.4849683480255016
CME,0.44713208046416175
CMG,0.47626887895232733
CMI,0.4250792407521588
CMS,0.47205823508921735
CNC,0.4336162494198946
CNP,0.5416893836300304
COF,0.42104603403348256
COO,0.4316680721797067
COP,0.43880231052021174
COR,0.4749536564633493
COST,0.5174242743725936
CPB,0.4796736308473777
CPRT,0.47557353891452847
CPT,0.41897969091044945
CRL,0.4416040884274605
CRM,0.44751217056207104
CSCO,0.5116879155435109
CSGP,0.4562006835507988
CSX,0.45355770032085696
CTAS,0.4182412872298733
CTLT,0.4619043587859762
CTRA,0.594575272056683
CTSH,0.44317634701704756
CTVA,0.45563127091743205
CVS,0.4705959087359733
CVX,0.4633343380413025
CZR,0.4307619109602287
D,0.4433375221037847
DAL,0.45610392894695817
DD,0.48454042719252766
DE,0.43787255435227324
DFS,0.47051000809293886
DG,0.49175989984940827
DGX,0.43019950064053497
DHI,0.5246600957166088
DHR,0.4136897822139472
DIS,0.5083292376917945
DLR,0.43011655136216104
DLTR,0.45077277695572227
DOV,0.4713591605086719
DOW,0.5451322402122715
DPZ,0.49713870363260404
DRI,0.45031554143850744
DTE,0.4659503957517009
DUK,0.4121199725142471
DVA,0.4279074357099673
DVN,0.42400857609001485
DXCM,0.5435829026564897
EA,0.43538166730330163
EBAY,0.42662573243221397
ECL,0.47027701473223904
ED,0.4321032869031474
EFX,0.5033678919913731
EG,0.5190621006297995
EIX,0.41208450261905016
EL,0.5292258821271109
ELV,0.42704147701136363
EMN,0.4286244158296464
EMR,0.4176553207220036
ENPH,0.49928771271086636
EOG,0.47199342808415307
EPAM,0.45028017902046075
EQIX,0.4245637415180206
EQR,0.4288603173202612
EQT,0.46851843186889996
ES,0.44725105665932635
ESS,0.49129239246655854
ETN,0.5231127422066146
ETR,0.4310598418009012
EVRG,0.48515327233205324
EW,0.4268654665677328
EXC,0.4765242056888312
EXPD,0.4360844628828714
EXPE,0.5856845136790191
EXR,0.5711788554993521
F,0.5538233263861184
FANG,0.49352889103543135
FAST,0.508843445186886
FCX,0.46794450459182807
FDS,0.43672460796403817
FDX,0.4762312336459195
FE,0.4216140799295309
FFIV,0.4539996557745192
FI,0.4836193797468805
FICO,0.4885688848834309
FIS,0.48236195596629616
FITB,0.4199872562262382
FMC,0.41622268831315207
FOXA,0.4506989180102604
FRT,0.45906623838811494
FSLR,0.4234030221299023
FTNT,0.45219459410260354
FTV,0.43568486727489797
GD,0.43765951229346084
GE,0.4919219884582681
GEN,0.43815132601465895
GILD,0.4619795169465906
GIS,0.4883300867398798
GL,0.44570012606066883
GLW,0.4152210702429944
GM,0.48357332374895623
GNRC,0.5780542477629725
GOOGL,0.5340472615237815
GPC,0.4995920603710785
GPN,0.548645591748233
GRMN,0.40843194290973817
GS,0.5107636952918344
GWW,0.4225764914312243
HAL,0.4685668049326575
HAS,0.500859821224218
HBAN,0.4273625704722524
HCA,0.47152176948288355
HD,0.4392685967996896
HES,0.4512781625089478
HIG,0.43119766982714414
HII,0.4875340010800788
HLT,0.4208616125324489
HOLX,0.43305635055450387
HON,0.4303041914562958
HPE,0.4741828294831171
HPQ,0.469813759943297
HRL,0.5160424839910006
HSIC,0.41391710916065055
HST,0.4717584603132277
HSY,0.4920172298699595
HUBB,0.42878137020212287
HUM,0.4383622513747319
HWM,0.44152475309930267
IBM,0.5231087050653062
ICE,0.41006771004731063
IDXX,0.41176470331763587
IEX,0.451409439944231
IFF,0.4357066639194218
INCY,0.45556547508120765
INTC,0.5378629592304898
INTU,0.4267895318137598
INVH,0.43701883400446495
IP,0.4351717003339869
IPG,0.4113106382277705
IQV,0.4951522416193702
IR,0.4506635319492679
IRM,0.42104446684895586
ISRG,0.4858418084213058
IT,0.4393549299005232
ITW,0.40004544898490624
IVZ,0.43842565325861294
J,0.4298398833619242
JBHT,0.4092539279024304
JCI,0.5587371936620448
JKHY,0.50137966197431
JNJ,0.556935661329863
JNPR,0.4216592902805846
JPM,0.5240970145364843
K,0.46392839224391175
KDP,0.41905235144518177
KEY,0.41555337923223196
KEYS,0.5590607897624278
KHC,0.43305275930059467
KIM,0.4296890337367568
KLAC,0.47548849655755165
KMB,0.4585519949752526
KMI,0.4260480967433341
KMX,0.46865393327290034
KO,0.47651244464535425
KR,0.4403877022253417
L,0.5112586609065582
LDOS,0.47547668572816004
LEN,0.5984801961766317
LH,0.42580175306022094
LHX,0.4245921814833896
LIN,0.5225942473310218
LKQ,0.5306243034069935
LLY,0.49952730118640976
LMT,0.4354018216968044
LNT,0.46718736311201603
LOW,0.4176380958648424
LRCX,0.43234358694548203
LULU,0.4728452052069389
LUV,0.440288885015253
LVS,0.4717705939572989
LW,0.45549422994516137
LYB,0.4450908012619549
LYV,0.5219796196816632
MA,0.4580241381474336
MAA,0.41945527433485064
MAR,0.4592023013714009
MAS,0.4160031978646089
MCD,0.5352321172062893
MCHP,0.4332509109388491
MCK,0.43164304849173374
MCO,0.45480593656925977
MDLZ,0.4687272089432918
MDT,0.4865909882667085
MET,0.5063240386805992
META,0.5754655167130498
MGM,0.4745299655740804
MHK,0.4106160279698976
MKC,0.4346351729977034
MKTX,0.4443780261199912
MLM,0.5370588765029888
MMC,0.41037258205030386
MMM,0.5276302037668122
MNST,0.5697197242492502
MO,0.4678159169647048
MOH,0.4837490776570766
MOS,0.44030011655794465
MPC,0.4360091162552387
MPWR,0.48454960716378137
MRK,0.5077820246006067
MRNA,0.4735988836986753
MRO,0.45045206024619683
MS,0.5193185318181571
MSCI,0.4605172928558762
MSFT,0.5801967508906846
MSI,0.4770829099318555
MTB,0.44012237166990437
MTCH,0.6087345079324248
MTD,0.49747983136471785
MU,0.4110092127604991
NCLH,0.46567478602479273
NDAQ,0.46709245868818333
NDSN,0.4470870580607926
NEE,0.41297763793365494
NEM,0.5571826170592756
NFLX,0.6215423525380572
NI,0.46904633741176693
NKE,0.45609892659153595
NOC,0.4313708514468425
NOW,0.4867826566277676
NRG,0.467039074408762
NSC,0.47414173293177203
NTAP,0.44552106277868586
NTRS,0.44945323964886186
NUE,0.43794790381188103
NVDA,0.4453247101210327
NVR,0.5986596530734634
NWSA,0.5325950621839135
NXPI,0.4607437275489947
O,0.44856396729238596
ODFL,0.4974711071765243
OKE,0.4299344713952403
OMC,0.4129412902033698
ON,0.4533189363987422
ORCL,0.5360168162692714
ORLY,0.49356517772460945
OTIS,0.4895660978697305
OXY,0.4370697158983723
PANW,0.5610531879198717
PARA,0.44698959872635763
PAYC,0.5208988450736909
PAYX,0.44867383275054334
PCAR,0.47301916124956617
PCG,0.49900840138556496
PEG,0.415757866748326
PEP,0.49945752016944817
PFE,0.45661956556937683
PFG,0.4514289967791817
PG,0.45561960624595593
PGR,0.4588064516026451
PH,0.4448418485572138
PHM,0.4425437594887177
PKG,0.48086233357356595
PLD,0.43603688454285044
PM,0.46218494278907934
PNC,0.47310636531354683
PNR,0.47108039703271287
PNW,0.44125048987028415
PODD,0.42260015321953226
POOL,0.5139941731301639
PPG,0.4212448979412088
PPL,0.40725360620569734
PRU,0.47762201488361034
PSA,0.472079590698375
PSX,0.41131971038729553
PTC,0.501450107877814
PWR,0.4861814523965057
PYPL,0.45562828456267407
QCOM,0.4795186874165127
QRVO,0.4239786194442859
RCL,0.421283148245909
REG,0.4203517381814019
REGN,0.526147235943582
RF,0.40340148378650487
RJF,0.42215891680417705
RL,0.452862931584765
RMD,0.44422016662542296
ROK,0.4883724337662938
ROL,0.5796106907814178
ROP,0.44187805174307215
ROST,0.44944598214793074
RSG,0.4622185301237609
RTX,0.44150232231267467
RVTY,0.41145908170251533
SBAC,0.44605983746762595
SBUX,0.45236968541619066
SCHW,0.4897250945245145
SHW,0.43203549142142816
SJM,0.4546033744284403
SLB,0.4420167493129992
SNA,0.4688508776520023
SNPS,0.40551903901392616
SO,0.4584758598032984
SPG,0.4421388803867269
SPGI,0.43682947712443315
SRE,0.41251991060022775
STE,0.5726156238830221
STLD,0.45595696824033244
STT,0.49422104732807326
STX,0.4293727425900172
STZ,0.5648012534085057
SWK,0.4766417500234134
SWKS,0.4208747811294226
SYF,0.444956189222117
SYK,0.4612554510838334
SYY,0.41600580642459145
T,0.5090895029665443
TAP,0.42171511745465834
TDG,0.5538869490744792
TDY,0.48433796868937473
TECH,0.4556095475215302
TEL,0.42590980441993886
TER,0.4201870904818352
TFC,0.46242223305796337
TFX,0.4432442824176931
TGT,0.4881433928561029
TJX,0.5021113422650926
TMO,0.41602894942583507
TMUS,0.5203106505677491
TPR,0.44005424212353317
TRGP,0.4590656202845772
TRMB,0.4502814730074553
TROW,0.42493221554564203
TRV,0.41313975130853464
TSCO,0.463534267231405
TSLA,0.5162984801145122
TSN,0.4811228441484773
TT,0.4866906496105037
TTWO,0.48793688409669195
TXN,0.5452110402343675
TXT,0.42827228424024016
TYL,0.4178444132169578
UAL,0.45964740647156904
UDR,0.45184280918658537
UHS,0.5125081547926853
ULTA,0.44505622619948776
UNH,0.44125124464645904
UNP,0.44911038091144956
UPS,0.5122990492243075
URI,0.41936613096706427
USB,0.4418865280701954
V,0.46318531674241303
VICI,0.4647393806576242
VLO,0.45989823053180257
VMC,0.5304615826179496
VRSK,0.4283924971052465
VRSN,0.44086216099273634
VRTX,0.4960497315762151
VTR,0.4395150926552189
VTRS,0.4677133704666219
VZ,0.4645036330388137
WAB,0.44144261336213697
WAT,0.4342168187960051
WBA,0.4383766967246767
WBD,0.4734217813391676
WDC,0.43337166500920576
WEC,0.42919507342903823
WELL,0.4456373098447338
WFC,0.48143907970580674
WM,0.49712450547978715
WMB,0.4721991479719439
WMT,0.5020389652557217
WRB,0.45690505949756
WST,0.48490039896041964
WTW,0.4560258612970274
WY,0.45993389302648435
WYNN,0.4151110864341923
XEL,0.44053922057505324
XOM,0.5025251056485776
XYL,0.43414970960380106
YUM,0.458691278017953
ZBH,0.4102460362197375
ZBRA,0.5051663413853316
ZTS,0.4130747950047258
