ticker,tuned_if
NCLH,0.48895305950464296
NDAQ,0.49647521456751903
NDSN,0.47484037523124883
NEE,0.4412902302490768
NEM,0.5880471817905584
NFLX,0.6518714159086311
NI,0.5031439632332748
NKE,0.4904101589902471
NOC,0.46111066354264824
NOW,0.5262937009955894
NRG,0.4984169614603351
NSC,0.5267032884398531
NTAP,0.47475473264637086
NTRS,0.47469349448963843
NUE,0.46777487113127425
NVDA,0.4807880775446494
NVR,0.6160849861642334
NWSA,0.5463064179918403
NXPI,0.4943663663925153
O,0.48806978403527534
ODFL,0.5233429726912875
OKE,0.4670939138367751
OMC,0.4431411798815609
ON,0.4733735257598519
ORCL,0.5501571041999797
ORLY,0.5334093174275472
OTIS,0.5271398671427946
OXY,0.4663871534160236
PANW,0.5824189677020345
PARA,0.48536399339862285
PAYC,0.5565314756574888
PAYX,0.48933636087879384
PCAR,0.493981315451126
PCG,0.5282572621059637
PEG,0.44671848272246834
PEP,0.521015317035772
PFE,0.4861258089680426
PFG,0.4784875043869299
PG,0.49068074175803267
PGR,0.4836144015413959
PH,0.4659834187999434
PHM,0.4773458917880934
PKG,0.5087593123939532
PLD,0.4743283470222391
PM,0.5049061956085251
PNC,0.5091945038704384
PNR,0.49264344385582837
PNW,0.470160869830973
PODD,0.4573923163353219
POOL,0.5484739489454775
PPG,0.4473960105866475
PPL,0.4357204962447396
PRU,0.5017961778647002
PSA,0.5052013574829611
PSX,0.44228214858330356
PTC,0.5347655165677035
PWR,0.5077194002426121
PYPL,0.4998087687068917
QCOM,0.508353755402349
QRVO,0.45757375255918964
RCL,0.45041481454281435
REG,0.4576969738990892
REGN,0.5382408468303496
RF,0.4396633146615154
RJF,0.44737821404499195
RL,0.48395845039256596
RMD,0.4645172951009633
ROK,0.5201571526226602
ROL,0.5942123241521841
ROP,0.4810897304007224
ROST,0.478780103147738
RSG,0.49087803714773764
RTX,0.48724296267981604
RVTY,0.44586670693828195
SBAC,0.4755494735058673
SBUX,0.4898914158514303
SCHW,0.5124941109719954
SHW,0.46243281163609007
SJM,0.47650155417623064
SLB,0.47186603228874974
SNA,0.4965327316401212
SNPS,0.44117726016450276
SO,0.48854872919827136
SPG,0.47611196637877373
SPGI,0.4623591871736346
SRE,0.44954274494506485
STE,0.5879773005038099
STLD,0.4795463282007712
STT,0.5281435465360417
STX,0.4659514609072676
STZ,0.5838130117188699
SWK,0.5079060447988608
SWKS,0.44468351973013065
SYF,0.4730640557271117
SYK,0.5000843098437883
SYY,0.444491032786139
T,0.5339389184265745
TAP,0.45172668791587584
TDG,0.5632044146374136
TDY,0.5098910948658443
TECH,0.48040952955216487
TEL,0.4566215055676356
TER,0.45437388686767133
TFC,0.4867339670410439
TFX,0.47414642060884243
TGT,0.5178950851025325
TJX,0.5193137883924166
TMO,0.441737305053714
TMUS,0.5483535969973192
TPR,0.4657812718048218
TRGP,0.49200969115484405
TRMB,0.4743519575388184
TROW,0.4545697984003642
TRV,0.45084497905088994
TSCO,0.4975902427321697
TSLA,0.5521817317191043
TSN,0.5184479922822096
TT,0.508177298890419
TTWO,0.5167625954718535
TXN,0.5540450269622879
TXT,0.4609807779780292
TYL,0.4520242134044205
UAL,0.487705590071882
UDR,0.4754341168496744
UHS,0.5358092777122831
ULTA,0.4778201011360277
UNH,0.4717210739900484
UNP,0.4722386585901034
UPS,0.5438107382506219
URI,0.44384249782282525
USB,0.4748650189533808
V,0.5018036950721275
VICI,0.4903850588420845
VLO,0.485715971135494
VMC,0.5484987976123115
VRSK,0.45538970717085453
VRSN,0.47494737939406273
VRTX,0.5212591761207126
VTR,0.46443098274085215
VTRS,0.5098030593145025
VZ,0.5019005712891043
WAB,0.47424967827571096
WAT,0.46751305360917644
WBA,0.4777487866010458
WBD,0.5080036075528415
WDC,0.47087129989495247
WEC,0.45848710173795587
WELL,0.46963664029547364
WFC,0.5014796743562864
WM,0.5279706820967139
WMB,0.5084216140973401
WMT,0.519849213040604
WRB,0.4790974926655105
WST,0.519049752564244
WTW,0.4977290932737926
WY,0.4972732995538248
WYNN,0.4503239278157825
XEL,0.4707833069582365
XOM,0.5234932422803192
XYL,0.4623089063940834
YUM,0.4922024803553186
ZBH,0.44608276127858254
ZBRA,0.5366116497718888
ZTS,0.43936138949117853
