ticker,composite_score
DD,0.28890674872824923
DE,0.0820944434237039
DFS,0.22555942184465524
DG,0.28922837599716805
DGX,0.10662778640083817
DHI,0.377580234180703
DHR,0.05211453621570188
DIS,0.3664499600167378
DLR,0.17422985529340895
DLTR,0.22053896772617876
DOV,0.26888035882368233
DOW,0.33674689315109135
DPZ,0.35877024399761104
DRI,0.1452303903373997
DTE,0.21717970280211024
DUK,0.048885551685453235
DVA,0.13009462368887656
DVN,0.1148335799546401
DXCM,0.45505184955769856
EA,0.13936418988008617
EBAY,0.1387400766745881
ECL,0.1668897143598796
ED,0.17029861373370128
EFX,0.32945969920189355
EG,0.33446392743317743
EIX,0.044187176496431405
EL,0.274872015384028
ELV,0.09368877056050705
EMN,0.14123135592967623
EMR,0.05462547577418925
ENPH,0.357409707579177
EOG,0.17412182952053912
EPAM,0.27525279892840304
EQIX,0.12237433304821776
EQR,0.14056923560049098
EQT,0.2349605153092891
ES,0.1739189396971194
ESS,0.3884508426835427
ETN,0.3018327792011888
ETR,0.15512936744505623
EVRG,0.3025783740163
EW,0.06640236688385118
EXC,0.2989412227224366
EXPD,0.19097404802827977
EXPE,0.660812320672775
EXR,0.5170099470429329
F,0.40796457151886745
FANG,0.22759537296260154
FAST,0.38642465315534436
FCX,0.2288420930605161
FDS,0.15623380840928622
FDX,0.21806771554058352
FE,0.05412786446452399
FFIV,0.2215034869413368
FI,0.22690522435172594
FICO,0.29027358338351306
FIS,0.18327903475285004
FITB,0.0840754699954676
FMC,0.04757337162076973
FOXA,0.21608174138523215
FRT,0.26387132417823755
FSLR,0.10548339050024265
FTNT,0.2548314482947197
FTV,0.16259367652490306
GD,0.1597462393102814
GE,0.2573341343951047
GEN,0.1811580203172479
GILD,0.1693126552894544
GIS,0.19432278858936058
GL,0.18377421299465435
GLW,0.12348412797009894
GM,0.2957674811006977
GNRC,0.5861098990333962
GOOGL,0.5297155619331054
GPC,0.2732840289752346
GPN,0.38773740651252125
GRMN,0.04753429063916331
GS,0.33911279763628743
GWW,0.06954119459897042
HAL,0.1697786966240384
HAS,0.3245662775627125
HBAN,0.175830359130405
HCA,0.2621638253143774
HD,0.18023681964171778
HES,0.15282954821957592
HIG,0.1506936472298248
HII,0.2646220598668136
HLT,0.1156350384354772
HOLX,0.13342366170140393
HON,0.11451636732903189
HPE,0.23560388730070797
HPQ,0.1907410109709248
HRL,0.23941387156908134
HSIC,0.0637177843257823
HST,0.3493700243068641
HSY,0.195340354603938
HUBB,0.1208161164479506
HUM,0.10614231735135021
HWM,0.09411963961383422
IBM,0.221430419931017
ICE,0.036758284931127844
IDXX,0.03222710377307532
IEX,0.183385584444585
IFF,0.14097731586786472
INCY,0.1511268265413505
INTC,0.307869466577505
INTU,0.0830490411376696
INVH,0.25690259089547374
IP,0.14383108177999554
IPG,0.1107970447058692
IQV,0.21304800820892267
IR,0.1105583367632871
IRM,0.11934538153870404
ISRG,0.2319663604292848
IT,0.15682278347770573
ITW,0.011301877899537412
IVZ,0.19356007267847686
J,0.05985803973127348
JBHT,0.09770574267360095
JCI,0.32269799053108333
JKHY,0.3690117579369468
JNJ,0.4710104896930221
JNPR,0.062358891236828674
JPM,0.5227747355289357
K,0.22102596537835126
KDP,0.07725497743597452
KEY,0.08505803998641859
KEYS,0.39702390740547894
KHC,0.12364054767164652
KIM,0.13143791318772022
KLAC,0.2655253136009676
KMB,0.20512284232331038
KMI,0.1281493653711086
KMX,0.20558300751730738
KO,0.287273842440632
KR,0.13475680359038802
L,0.35492432061812157
LDOS,0.16729160967487325
LEN,0.6338858458077493
LH,0.10320911220556825
LHX,0.08860574323468512
LIN,0.1914243018574166
LKQ,0.4397657706050762
LLY,0.23166554143438275
LMT,0.09882032646263218
LNT,0.3022094117078918
LOW,0.047154498385128224
LRCX,0.1026357957676047
LULU,0.23248199575327208
LUV,0.15050767184172562
LVS,0.32093954106594635
LW,0.24309793590187193
LYB,0.13828563801112012
LYV,0.3756726011708853
MA,0.2521748169402472
MAA,0.12702976495326126
MAR,0.19965045818614752
MAS,0.044181900484096724
MCD,0.48444071407863387
MCHP,0.16742707449115452
MCK,0.15082241412566522
MCO,0.20887241863823536
MDLZ,0.1628073173197971
MDT,0.2381964263138432
MET,0.27250858073694384
META,0.6293437841772086
MGM,0.3497849582677378
MHK,0.04899362226751745
MKC,0.12326359262349526
MKTX,0.18423735858834675
MLM,0.36253629000584275
MMC,0.05173071649302049
MMM,0.28753669300634327
MNST,0.6831787018584498
MO,0.24721491393206965
MOH,0.2700560534687067
MOS,0.1333151443845267
MPC,0.18036569001369462
MPWR,0.30035397068188757
MRK,0.254086888032503
MRNA,0.2814646476299787
MRO,0.20856107398678714
MS,0.44023795659438186
MSCI,0.23632323369035596
MSFT,0.42684329282685207
MSI,0.20614158899611543
MTB,0.13881950988525546
MTCH,0.8407352114789187
MTD,0.38608435599164187
MU,0.06204558768308037
NCLH,0.2035694345655835
NDAQ,0.2550862996845373
NDSN,0.11496906445787057
NEE,0.05444671602783755
NEM,0.5583182086851574
NFLX,0.7273785861013636
NI,0.2833104847485386
NKE,0.1662739531678207
NOC,0.09809077898910522
NOW,0.2790693390970141
NRG,0.23329182396073284
NSC,0.3622341765371415
NTAP,0.21815900867074775
NTRS,0.1984133174349837
NUE,0.23655485744534216
NVDA,0.17198477371517373
NVR,0.45160276119352527
NWSA,0.37351462747212383
NXPI,0.26352894629477325
O,0.20608299285299517
ODFL,0.40519401897565976
OKE,0.15683110479495746
OMC,0.13350483488295198
ON,0.2221042531278549
ORCL,0.39806524591186304
ORLY,0.28117296940858
OTIS,0.3102021178431157
OXY,0.17303335048654903
PANW,0.40261915703390727
PARA,0.15115252575534072
PAYC,0.4143738162662741
PAYX,0.20842153649475526
PCAR,0.1824349000262777
PCG,0.383839436540409
PEG,0.08422640226538225
PEP,0.178346116910092
PFE,0.2681772140689719
PFG,0.14876966754353274
PG,0.19161786430644473
PGR,0.20166687792123789
PH,0.2127494597128425
PHM,0.12869341255490716
PKG,0.20947670744097602
PLD,0.14782736592478618
PM,0.19291574946167675
PNC,0.2294598480694918
PNR,0.16470086890950364
PNW,0.103887379067937
PODD,0.11285490427614996
POOL,0.30687127210862286
PPG,0.10626988658377182
PPL,0.14983579383496873
PRU,0.28150036166000675
PSA,0.21800137501942216
PSX,0.0398740603274676
PTC,0.3517310952273921
PWR,0.2305261921483921
PYPL,0.1765734917133939
QCOM,0.2969849042416888
QRVO,0.1364618069348772
RCL,0.11608023104693571
REG,0.11659353622509472
REGN,0.22933773819374365
RF,0.022536768633944354
RJF,0.08299510302164698
RL,0.0959101669731639
RMD,0.13569499357805345
ROK,0.27010358202134016
ROL,0.5552907425643583
ROP,0.2277028724784972
ROST,0.15365042480820432
RSG,0.29161527577443863
RTX,0.14759943335863607
RVTY,0.08066112096123511
SBAC,0.17066122460371824
SBUX,0.18329305014578265
SCHW,0.2436702125073342
SHW,0.07357772749795956
SJM,0.22053793213746445
SLB,0.1538874873559368
SNA,0.26772737006610314
SNPS,0.02176812558750844
SO,0.14721893094496893
SPG,0.23033093825952916
SPGI,0.08065356529188712
SRE,0.08720133045931126
STE,0.4805291770028413
STLD,0.18168011238834705
STT,0.38881980209557304
STX,0.11080309169555094
STZ,0.43596544506659324
SWK,0.27353193264393744
SWKS,0.06323474868429248
SYF,0.2242354926974766
SYK,0.18686684910099238
SYY,0.03827222934453683
T,0.36944062349749285
TAP,0.05644982877010776
TDG,0.48797375338847293
TDY,0.26758033193105396
TECH,0.2381699041530851
TEL,0.10177742952424497
TER,0.09111674122444433
TFC,0.2143187549862249
TFX,0.1573115671926332
TGT,0.25065742941668634
TJX,0.2151285360810796
TMO,0.0419285034384457
TMUS,0.41129713361237696
TPR,0.09645363738697475
TRGP,0.2330209476298007
TRMB,0.16982744523220747
TROW,0.07451676548878017
TRV,0.06114593028002624
TSCO,0.22126204810025277
TSLA,0.40105917395075724
TSN,0.27256288098335674
TT,0.2947958359211748
TTWO,0.26342253065370846
TXN,0.3021460465405987
TXT,0.09032156169596031
TYL,0.09225716030838339
UAL,0.24228492108525734
UDR,0.2175707494566385
UHS,0.3316589838358329
ULTA,0.17283677535388692
UNH,0.12533897051411627
UNP,0.17254735953534822
UPS,0.4229281328847218
URI,0.05675636779598915
USB,0.1178492661106562
V,0.22594847640074212
VICI,0.18655587292530496
VLO,0.16867688700470937
VMC,0.4230992221813626
VRSK,0.04299216780147682
VRSN,0.1348191736485026
VRTX,0.21163268715588454
VTR,0.15432489700912208
VTRS,0.2266883127099155
VZ,0.2710335004093356
WAB,0.12809633071787727
WAT,0.20691725023852436
WBA,0.10826192466846969
WBD,0.250063888811077
WDC,0.11621173678106873
WEC,0.13953114199326208
WELL,0.11103790826118921
WFC,0.195835214924268
WM,0.36257222200790956
WMB,0.3119012687969112
WMT,0.37774717034052707
WRB,0.18895232162462688
WST,0.3080828250988338
WTW,0.1731073678689083
WY,0.24952744635661803
WYNN,0.04054051241067571
XEL,0.10926416853589584
XOM,0.3426361468450096
XYL,0.10687548623608259
YUM,0.15725082403017457
ZBH,0.07708542286137575
ZBRA,0.5147663924432941
ZTS,0.0967018870985304
